ASIN,Group,Profit
B000055ZGQ,Video,39.15
1930556241,Book,75.50999999999999
6305051135,Video,24.6
0892815310,Book,81.14999999999999
9625934324,Book,74.4
B0000028MG,Music,24.900000000000002
0395898315,Book,55.550000000000004
0761920714,Book,94.16
088192489X,Book,41.25
B00005OLBC,DVD,18.689999999999998
0735201358,Book,124.93
1568980833,Book,165.9
B000066JET,Music,11.96
078795683X,Book,190.71
0871230100,Book,153.01
0898706602,Book,43.8
097143963X,Book,56.2
B00005UF8L,Video,85.32
0262531593,Book,160.79999999999998
B000002TMY,Music,16.2
0743412524,Book,46.56
1583372393,Book,151.06
0521660998,Book,47.88
1840146974,Book,141.31
B000002ABV,Music,5.1000000000000005
1571200371,Book,221.54999999999998
0253210488,Book,119.75999999999999
0766809617,Book,20.279999999999998
0631187855,Book,65.73
0824953088,Book,152.18
0875017002,Book,106.4
0912670665,Book,45.35
1567400639,Book,34.8
B00006JMSW,DVD,39.78
1883001951,Book,43.08
6305639574,DVD,56.63
0876306407,Book,122.28
B000068QPV,DVD,76.31
B000005X0P,Music,18.09
B00005O6NA,Music,14.600000000000001
B00004W1WK,Music,14.100000000000001
0698119150,Book,63.42000000000001
0399149287,Book,63.300000000000004
0060286431,Book,115.36
0934426015,Book,211.95
0812575520,Book,83.52
B00005OAIN,Music,11.0
0892838140,Book,180.29999999999998
0471159034,Book,52.5
0375709215,Book,31.6
0072316772,Book,111.44
B000005GZP,Music,13.370000000000001
0140244824,Book,52.199999999999996
0743449096,Book,110.0
0886764491,Book,75.6
0786913592,Book,30.96
0964763567,Book,194.85
0714839655,Book,91.05
B00006954H,Video,17.46
0534539882,Book,103.14
0310200148,Book,23.279999999999998
B00000AE5Z,Music,5.1000000000000005
0060924330,Book,123.39
047139887X,Book,151.56
0809235447,Book,106.8
0786235918,Book,168.95999999999998
1571120696,Book,90.36
0439272009,Book,33.480000000000004
0679463062,Book,31.1
B000002AL8,Music,7.38
0910413533,Book,107.1
0140360778,Book,104.75999999999999
B00000FE0O,Video,44.900000000000006
068318105X,Book,39.68
0911311688,Book,115.60000000000001
0877796289,Book,38.519999999999996
1575251809,Book,59.290000000000006
B00005CC2J,Music,17.2
0553345818,Book,73.38
0415900514,Book,190.84
0307960242,Book,32.16
6305908117,Video,32.339999999999996
0525946039,Book,43.52
0440235502,Book,35.82
0553456733,Book,72.08
0439313872,Book,28.14
B00000AGM3,Music,9.24
1584856556,Book,114.47999999999999
0425167127,Book,119.36
0060958006,Book,64.75
0385267134,Book,41.7
020136123X,Book,23.44
0373835132,Book,133.98000000000002
1878067613,Book,28.76
0789483548,Book,128.28
6300208044,Video,35.14
B00005N5SH,DVD,84.56
0941413357,Book,102.83
B00005PJCG,Music,13.350000000000001
0300078013,Book,130.41
B00005CEO2,Music,22.32
B000000EIE,Music,14.950000000000001
1590864514,Book,140.47
B0000007UX,Music,11.61
0765702355,Book,122.25
6302374111,Video,81.38000000000001
0072492937,Book,86.64
B0000520AZ,Music,22.59
B0000001XV,Music,5.24
0415253950,Book,58.650000000000006
0767913000,Book,106.38
0440226309,Book,88.83000000000001
0931122937,Book,30.05
6303574246,Video,35.300000000000004
B00005V6ME,Music,14.879999999999999
B000005HC9,Music,7.07
0792846443,DVD,118.32
B000025UEI,Music,4.84
0374454116,Book,32.9
1561452564,Book,218.85
0316557161,Book,40.28
B000006OHK,Music,17.55
0716726351,Book,69.63
0762405767,Book,61.150000000000006
0824817125,Book,93.28
B00000IB9T,Music,22.080000000000002
156170315X,Book,74.78999999999999
B00005NBAP,Video,39.87
0689817517,Book,79.7
1575666081,Book,127.19999999999999
0324012977,Book,46.620000000000005
0684818388,Book,48.75
0781808707,Book,53.6
0312870361,Book,23.48
B00005QW5A,DVD,16.08
B00007CVT7,DVD,72.16
0805018360,Book,208.32000000000002
1552093425,Book,79.95
0966920201,Book,37.480000000000004
0500283796,Book,27.0
B000001FT9,Music,22.86
0811702421,Book,102.34
0916489183,Book,40.67
B00005B691,Music,18.7
3791318608,Book,101.2
1568710275,Book,108.53999999999999
0394712439,Book,79.30000000000001
0786883839,Book,124.19999999999999
0205322115,Book,62.230000000000004
0486421309,Book,32.480000000000004
0786880872,Book,134.75
1582341311,Book,98.48
B00005MEP8,Video,19.29
0802849628,Book,164.89000000000001
0486411478,Book,156.72
032500384X,Book,31.529999999999998
B000002NR7,Music,10.92
0866941304,Book,73.7
0395901499,Book,186.03
0738700517,Book,131.64
0393050459,Book,95.28
0140148590,Book,31.919999999999998
2060001404,Book,163.56
B000060PAU,Music,26.73
0471255475,Book,140.47
0916260933,Book,64.71
0156466856,Book,77.30000000000001
B000005ZBE,Music,20.650000000000002
B000005QZJ,Music,13.52
0226660362,Book,87.47999999999999
B00005Q4AN,Music,19.2
1891024353,Book,75.4
0761820841,Book,28.799999999999997
0812927915,Book,58.870000000000005
B000064618,Music,30.48
1578860091,Book,108.45
B00006418A,Music,11.43
B000005B00,Music,4.72
B000001D1B,Music,12.21
0440409446,Book,74.97000000000001
0323013376,Book,57.75000000000001
0882847287,Book,33.48
6303939015,Video,76.58000000000001
1572305150,Book,64.64
0195135156,Book,54.2
1560447060,Book,141.1
0072424834,Book,59.50000000000001
B000003Z6B,Music,21.78
6305764352,DVD,94.92000000000002
0521645972,Book,81.9
6304500556,Video,54.5
0964191644,Book,98.72
B00008WT5J,Music,17.82
048668895X,Book,159.0
1560445238,Book,119.46
055352528X,Book,76.51
B00003OP31,Music,14.420000000000002
B0000047GD,Music,9.24
0375800336,Book,112.0
1561631892,Book,29.900000000000002
1879181479,Book,59.160000000000004
B000001525,Music,7.529999999999999
B00003IE25,Music,43.8
B00005NB68,Music,23.21
0802422861,Book,205.79999999999998
1565922891,Book,87.22000000000001
0871318008,Book,95.64
1580800920,Book,75.3
0801497264,Book,55.300000000000004
1557503354,Book,60.96
0971457662,Book,32.65
B000002WDP,Music,8.56
B000005KW9,Music,20.28
0451205952,Book,71.39999999999999
B00004RCCQ,Music,15.719999999999999
083580934X,Book,150.6
1560395788,Video,71.39999999999999
B00000BIC2,Music,23.52
630545275X,Video,32.699999999999996
0935112553,Book,132.9
0060392878,Book,20.189999999999998
B00006RAKZ,Music,11.76
037329204X,Book,126.84000000000002
157687088X,Book,30.689999999999998
0743423739,Book,38.010000000000005
630571312X,Video,40.18000000000001
0380818191,Book,74.95
1590073924,Book,175.35
0679804412,Book,190.79999999999998
B000002NIV,Music,14.74
0802136931,Book,78.4
9627341185,Book,174.58
0872430545,Book,35.94
0674995392,Book,56.160000000000004
1563056313,Book,152.75
0534545696,Book,83.72000000000001
0553527959,Book,66.88
B000001B7T,Music,21.89
1552094642,Book,96.89999999999999
B000002UGD,Music,13.08
8445071777,Book,15.03
B00004TJFI,Video,43.6
0380732114,Book,100.62
0060545658,Book,159.9
B000009DGP,Music,5.9399999999999995
6305078440,DVD,62.92
067101756X,Book,162.45
1563382393,Book,43.82000000000001
0199244022,Book,92.97
066425652X,Book,36.3
0671735616,Book,19.86
0231076835,Book,144.69
0060505397,Book,87.84
0844274224,Book,38.480000000000004
0060281995,Book,100.8
0070259631,Book,119.7
1550379712,Book,122.80000000000001
B000001E5D,Music,17.3
B000055Y13,DVD,56.72
1561585416,Book,41.2
6304848145,Video,18.54
0789466058,Book,95.68
0385095406,Book,68.2
1590862260,Book,58.0
0800849000,Book,36.75
0448431017,Book,162.96
188643347X,Book,36.260000000000005
B000005IWQ,Music,13.02
B00005QATW,Video,75.75
0671039822,Book,38.519999999999996
0140437363,Book,76.23
0140236090,Book,136.95
1575665107,Book,191.1
0930852257,Book,194.1
0609606255,Book,42.0
0838585418,Book,89.04
B00007G1WU,DVD,42.66
0141001615,Book,77.48
0803602677,Book,155.4
0345425707,Book,39.68
0452281261,Book,97.28999999999999
B00005RRG4,DVD,39.2
0842350993,Book,162.96
1566631645,Book,90.97
0613172353,Book,81.62
0674002830,Book,101.31
B00000C2CJ,Music,21.84
1561451312,Book,43.83
B000000CTA,Music,29.700000000000003
B00007AJGL,DVD,25.23
1587990717,Book,39.839999999999996
1858285763,Book,118.5
B0000028TU,Music,9.38
B00000JSJC,DVD,44.2
B000003Z2K,Music,33.18
0071369961,Book,51.03
1566703727,Book,42.809999999999995
1580533213,Book,70.08
B00000339G,Music,7.0
0131103709,Book,72.38
0613237528,Book,204.4
B000001AMF,Music,13.44
075820132X,Book,164.25
B00008CMSX,DVD,70.10000000000001
1582460094,Book,15.78
0877455546,Book,111.68
6303111572,Video,76.2
0788751255,Book,33.45
0804831742,Book,155.87
B000062YKF,Music,4.62
B00006FDAZ,DVD,48.54
0966638956,Book,67.5
0525459529,Book,195.3
0878223681,Book,73.99000000000001
0806942711,Book,40.44
0440235421,Book,46.5
0590374877,Book,30.2
0425188256,Book,72.0
0385721080,Book,23.0
1557044252,Book,183.29999999999998
B00006DID1,Music,16.830000000000002
0937822574,Book,75.14999999999999
1587784068,Book,59.64
B000002S2P,Music,38.85
0609803107,Book,103.2
0870043102,Book,117.4
0966056973,Video,32.94
B00001IVE5,Video,48.300000000000004
B00000092W,Music,11.4
B0000029JI,Music,9.96
0801318564,Book,28.200000000000003
6305863261,DVD,34.72
1558747966,Book,107.4
0786918802,Book,128.7
B00004XT05,Music,34.56
1857442652,Book,93.72
0316277959,Book,74.05
0814727115,Book,21.080000000000002
0072131829,Book,94.48
087337844X,Book,184.10000000000002
0844226289,Book,132.9
0471005770,Book,43.769999999999996
0851515681,Book,74.64
0674009134,Book,17.189999999999998
0802441130,Book,54.75
0881504815,Book,32.46
0312241763,Book,77.75999999999999
1567184014,Book,61.68
0521801664,Book,158.51999999999998
0891456996,Book,68.52
0345405641,Book,74.9
0764553755,Book,103.10000000000001
1890626090,Book,45.989999999999995
1558743464,Book,143.0
0072351136,Book,30.8
0415119375,Book,109.9
B00000348Y,Music,12.24
1590862880,Book,81.53999999999999
1555972373,Book,135.59
6303201261,Video,43.68000000000001
082340952X,Book,23.32
1557252718,Book,92.82000000000001
0970224508,Book,84.11999999999999
0060518065,Book,44.76
0205330223,Book,173.55
0879736658,Book,89.36
0793516633,Book,96.0
031213519X,Book,85.14
0935526501,Book,132.99
0471381519,Book,35.42
1567301746,Video,36.45
0152575537,Book,54.0
B00005J9M5,Music,15.62
0844226572,Book,69.24
B00004WJGZ,Music,5.0
1563976269,Book,83.88
0873523571,Book,87.29
1570620253,Book,114.5
0943151236,Book,62.37
1557000026,Book,220.79999999999998
0425146413,Book,144.82
B000002XB1,Music,17.16
0446403830,Book,64.2
052567554X,Book,177.71
6303212298,Video,40.96
1563380390,Book,132.5
0933291159,Book,171.22000000000003
0613105419,Book,42.6
B00000GAU1,Music,10.4
0064437531,Book,126.42000000000002
0130226165,Book,80.28
0312194560,Book,73.08
0613256182,Book,59.84
B00005Q2YU,DVD,77.99
0789457547,Book,31.41
1861002068,Book,37.88
0803602561,Book,85.91
1931021007,Video,20.279999999999998
0689815425,Book,22.47
0582404274,Book,87.67
0201596237,Book,216.75
1889324094,Book,85.59
0671868594,Book,37.480000000000004
0964102307,Book,106.80000000000001
0425160939,Book,100.61999999999999
4889960589,Book,60.12
087779507X,Book,66.06
630320497X,Video,51.839999999999996
0310227968,Book,107.60000000000001
0679740783,Book,36.48
0764562606,Book,81.04
0715311298,Book,86.46
0881412481,Book,77.80000000000001
B00000J7W6,Music,34.71
0721656560,Book,68.96000000000001
1882431057,Book,136.5
1591032024,Book,30.1
0866119760,Book,179.76000000000002
0804740593,Book,15.479999999999999
1572180749,Book,88.72
0679815694,Book,177.32
0791401375,Book,138.74
0813519233,Book,80.74
B00000JMPW,DVD,81.77
B000066C38,Music,14.8
002929715X,Book,31.919999999999998
B000001AFU,Music,10.799999999999999
1586637673,Book,103.88000000000001
0380732513,Book,122.75999999999999
0670030619,Book,103.95
0253204941,Book,148.8
0970468806,Book,42.49
0948006439,Book,74.06
0896081001,Book,89.88
1889241083,Book,87.14999999999999
0812010272,Book,83.88
0785764038,Book,100.21
0721692834,Book,70.29
0553574329,Book,76.38
0310333113,Book,72.8
1890862142,Book,48.6
B000001F4G,Music,15.260000000000002
B00008CMR4,DVD,72.8
0807282340,Book,86.79
0375430636,Book,144.45
B0000032XU,Music,4.96
6304779674,Video,48.480000000000004
0834206870,Book,142.20000000000002
B000056TB2,Music,18.62
6302353823,Video,86.75999999999999
0875532357,Book,141.26000000000002
B000086B9Z,Music,30.1
6305064415,Video,49.14000000000001
0064406989,Book,131.01
158314272X,Book,41.28
B00006IWGS,Music,29.820000000000004
0380815559,Book,30.54
089970980X,Book,73.71
0877885672,Book,195.16000000000003
0742501353,Book,97.57000000000001
B00008DDG4,DVD,54.239999999999995
1570427496,Book,148.70000000000002
6305009589,Video,45.76
0714838500,Book,94.72
1563899418,Book,26.52
0192836862,Book,162.91
0310246563,Book,36.4
0156482339,Book,63.96
0801012341,Book,27.2
1559276592,Book,28.169999999999998
1871592208,Book,49.32
0966268326,Book,85.26
1564967611,Book,58.52
1572242558,Book,59.84
B000067JDW,Video,20.240000000000002
0375707123,Book,55.62
0836217373,Book,132.29999999999998
B0000541TK,DVD,62.790000000000006
B00005B232,Video,56.4
0061051217,Book,145.75
0800791304,Book,124.96
B0000000JS,Music,11.56
B00005OC06,DVD,103.51
0440518911,Book,83.16
0736654909,Book,59.650000000000006
052178512X,Book,83.25
1879639815,Book,59.800000000000004
B000002TQA,Music,14.350000000000001
0811837904,Book,125.75999999999999
0471205311,Book,32.37
B00005BJBQ,Music,10.64
B00006ZJEF,Video,15.12
084993690X,Book,15.6
B0000057M9,Music,15.44
0767911849,Book,204.82000000000002
0439424437,Book,127.8
B00005M05E,Music,29.92
0470250127,Book,103.67999999999999
B00000099Y,Music,20.4
0553561944,Book,28.35
6305976481,DVD,86.96000000000001
0802848788,Book,36.839999999999996
079284243X,Video,27.12
B00005TNCG,Music,6.1000000000000005
0375505547,Book,127.9
0761519181,Book,66.5
1400031133,Book,130.57
048629157X,Book,30.0
0226238040,Book,120.24
0671019880,Book,207.9
0746029357,Book,168.14000000000001
0684839490,Book,26.49
B000003ESB,Music,14.88
0500203423,Book,147.48
0671026518,Book,40.71
6305765669,Video,37.8
B000063J69,Music,25.85
B000000QGB,Music,8.9
B0000003YU,Music,14.100000000000001
9505156944,Book,78.68
1590300416,Book,44.940000000000005
0415094909,Book,101.64
0826414435,Book,43.400000000000006
0782130305,Book,88.88
0553493930,Book,46.44
0875965326,Book,46.24
B00000DRCL,Music,7.550000000000001
055358300X,Book,103.4
1581341083,Book,189.42000000000002
0786117451,Book,173.60000000000002
0881451479,Book,83.93
0439153891,Book,190.84
1880238071,Book,77.75999999999999
0415940168,Book,40.5
1850783578,Book,71.72
0571197515,Book,138.04000000000002
0786929804,Book,213.29999999999998
0231096305,Book,73.48
0967666902,Book,28.439999999999998
1931977038,Book,170.95000000000002
1569246386,Book,32.4
0618067825,Book,88.2
0195046714,Book,98.55
0195036468,Book,119.97
0793948053,Video,49.120000000000005
0673360393,Book,70.45
1580050417,Book,81.27
0944875335,Book,50.88
0867164638,Book,71.17
0671038184,Book,79.60000000000001
B000002N9N,Music,25.740000000000002
B000002G6A,Music,25.08
0764302256,Book,109.52
082562536X,Book,173.16
0805037608,Book,49.98
0812521374,Book,54.96
0896084450,Book,39.2
B000002DLG,Music,37.050000000000004
0345322630,Book,34.08
1584280379,Book,53.900000000000006
1566914604,Book,134.03
039303366X,Book,23.939999999999998
1572521724,Video,24.560000000000002
0310200180,Book,109.08
0735711216,Book,27.57
B000069JZM,Music,13.200000000000001
6305371636,DVD,70.49000000000001
081476682X,Book,113.7
088317216X,Book,133.01999999999998
9684324774,Book,86.60000000000001
B000004A45,Music,9.32
0195153855,Book,81.96
0440207428,Book,67.08
1580174256,Book,63.54
1586607251,Book,41.97
4770023316,Book,113.39999999999999
0789468379,Book,73.59
B000068CZC,Music,34.56
1567113915,Book,52.900000000000006
0917218965,Book,33.18
0273643541,Book,81.12
B000001XIC,Music,18.59
0425176789,Book,91.0
B00005UERK,DVD,151.19
B00004T2RH,Music,9.719999999999999
0066620872,Book,55.0
0849381290,Book,95.64
089526711X,Book,89.7
0802803040,Book,52.550000000000004
B000060MOI,Music,17.29
0781719704,Book,118.44
1570628580,Book,61.60000000000001
067187084X,Book,24.92
0864425422,Book,100.98
630210145X,Video,21.76
0312979738,Book,53.55
B00005ATHK,Music,36.53
0824510259,Book,148.56
0471130117,Book,100.80000000000001
1560447168,Book,45.290000000000006
0791414981,Book,63.089999999999996
1564402789,Book,110.72
0553379216,Book,74.52
1841760552,Book,106.0
0521584345,Book,52.99
B00005J765,DVD,80.85
0393323161,Book,64.8
9626346914,Book,105.83999999999999
0749005467,Book,43.68
B00000JNP7,Music,9.06
0345422406,Book,201.45
1572241888,Book,121.16000000000001
155885083X,Book,58.7
1861006209,Book,139.59
0375404228,Book,165.45
1566628091,Book,120.82000000000001
1565840437,Book,31.200000000000003
0818405066,Book,75.12
0312283822,Book,155.09
078526003X,Book,61.83
0393317382,Book,78.0
1569310769,Book,90.0
0684856220,Book,216.29999999999998
1893407063,Book,50.0
0746028024,Book,51.84
B000000E41,Music,5.1
1893896749,Book,61.29
B00005YR1L,DVD,77.63000000000001
0807614572,Book,86.32000000000001
B00004NS19,Music,21.599999999999998
0865731675,Book,178.44
B000002LPZ,Music,14.65
0763719455,Book,177.6
0844239860,Book,56.64
0749425571,Book,100.97999999999999
B00004SCH1,Music,18.240000000000002
0553585509,Book,94.67999999999999
B000005KV1,Music,9.18
0691044864,Book,141.0
B00004SH5H,Music,15.600000000000001
B0000508C5,Music,11.76
0394712293,Book,82.83
0895872188,Book,175.63
1576751228,Book,126.89999999999999
1567187196,Book,74.08
0060188790,Book,66.0
0691057141,Book,168.42000000000002
0415007062,Book,55.28
0471597252,Book,78.17999999999999
1859744362,Book,51.6
1585471836,Book,61.25000000000001
0887308511,Book,143.4
0811808882,Book,131.4
0553277243,Book,76.44
1852427469,Book,126.36
6300268470,Video,40.88
0883683458,Book,40.6
1572304138,Book,117.44999999999999
059519897X,Book,108.88
6306012419,DVD,29.26
0761915761,Book,109.89
0898624673,Book,86.8
0810969343,Book,175.44
0140446907,Book,51.2
0691017239,Book,33.44
1883249201,Book,132.6
0883904217,Book,126.06
B000059R8Y,Music,35.0
0746029896,Book,122.39999999999999
0609806769,Book,82.83
0415118441,Book,42.21
0609803999,Book,173.74
0374340641,Book,81.11999999999999
081478142X,Book,109.44
0924659874,Book,59.339999999999996
B00005CDNF,Music,11.850000000000001
0451455525,Book,27.93
0965885364,Book,52.24
0878688366,Book,181.04999999999998
0030331013,Book,33.7
1569471428,Book,71.26
0415118948,Book,44.339999999999996
B00005YUFL,Music,34.19
0811203980,Book,58.800000000000004
B000000ZH0,Music,11.6
0756400651,Book,30.66
1572599669,Book,137.1
1579900186,Book,127.17
0783221347,Video,46.09
B00000DCHF,Music,9.850000000000001
B00008BRDV,Music,22.2
0812966627,Book,31.44
0970641907,Book,37.86
0939263122,Book,88.77
0618052852,Book,167.18
B00008Z468,Music,17.38
0941355152,Book,32.339999999999996
0688113893,Book,71.68
B000023VR9,Music,17.360000000000003
0061094145,Book,136.95
0198299540,Book,65.28
B00001OHAU,Music,9.200000000000001
0967697425,Book,27.52
0962676705,Book,122.32000000000001
1880656434,Book,79.64999999999999
B00007L4OJ,DVD,18.63
0967993741,Book,185.51000000000002
B00005J761,DVD,82.29
0590413384,Book,176.54999999999998
B00003Q5AH,Music,17.82
0973157003,Book,39.24
B00006JY9P,Music,8.120000000000001
0809293269,Book,134.96
B00004YKQD,DVD,78.75
1572700920,Book,59.120000000000005
0671575295,Book,71.60000000000001
990073369X,Book,27.15
1589256514,Book,109.34
388243726X,Book,89.88000000000001
1561707716,Book,113.96
0345337964,Book,86.0
0486632822,Book,72.85000000000001
0553280384,Book,131.51999999999998
0385720793,Book,145.86
053456156X,Book,65.0
B00006JKCX,Music,25.95
097139914X,Book,128.25
0060959479,Book,87.75
0962523143,Book,37.379999999999995
0743458141,Book,86.39999999999999
B000009QU5,Music,29.04
0312961022,Book,79.08
B00008A9RW,Music,22.540000000000003
048627067X,Book,51.28
0826414907,Book,79.75
0769209726,Book,17.849999999999998
0878917195,Book,94.29
0060172517,Book,81.72
0312274785,Book,59.080000000000005
078171575X,Book,91.96
6303192041,Video,29.88
0060419873,Book,135.19
0786888741,Book,75.14999999999999
B000025JVD,Music,18.36
0201567636,Book,58.08
187961815X,Book,102.42
0786869186,Book,136.5
B000002OKZ,Music,10.55
0316286125,Book,26.900000000000002
B00004Z3YM,Music,37.96
0226321320,Book,84.6
0804722153,Book,61.88
0394742281,Book,83.72000000000001
0892817828,Book,78.84
0802117295,Book,63.599999999999994
0863161472,Book,42.36
1852238305,Book,18.39
0231079893,Book,105.56000000000002
B000000BCZ,Music,6.42
0764117629,Book,113.28
0807737208,Book,48.52
0863151027,Book,30.63
B0000695TP,Music,21.900000000000002
1580172644,Book,39.400000000000006
0898713099,Book,75.11999999999999
0515129739,Book,99.30000000000001
0590251619,Book,82.08
B000009CZT,Music,16.900000000000002
B000002ATW,Music,39.760000000000005
0789306484,Book,128.25
B000002PBR,Music,16.450000000000003
0521638755,Book,111.92
1573227064,Book,62.519999999999996
0801849896,Book,174.44000000000003
1841490814,Book,159.38
1578512328,Book,105.05
B000006ENM,Music,28.400000000000002
0873644549,Book,189.6
6305241546,Video,111.45
B00005OCL9,DVD,55.44
0385326335,Book,45.68
0740718800,Book,175.24
0030508630,Book,24.36
0517057948,Book,62.879999999999995
B00005IAR7,Video,87.08000000000001
1590867505,Book,98.41
0875463118,Book,194.54999999999998
1579544630,Book,99.0
B0000062XS,Music,27.0
0521509467,Book,181.79999999999998
0486295419,Book,142.48000000000002
B00006LWSI,Music,12.15
038550926X,Book,33.75
B000062YC4,Music,16.47
0471417599,Book,102.6
0684833271,Book,129.14000000000001
1566912741,Book,173.28
0312247362,Book,59.5
B00000JFB1,Music,39.449999999999996
0393049515,Book,53.25
0521556961,Book,85.82000000000001
0812565622,Book,83.7
0964850478,Book,44.56
0446607258,Book,139.04
0736906428,Book,84.36
0520221826,Book,133.79999999999998
0679403736,Book,71.68
B00004R7NC,Music,7.76
B000000HPV,Music,20.23
0882708732,Book,147.6
093027007X,Book,114.51
0439135508,Book,16.38
0801030102,Book,59.84
0694520225,Book,151.62
B00000AFY3,Music,29.400000000000002
1577485890,Book,166.46
0966234138,Book,75.52
0837709121,Book,109.35
B000001FLL,Music,22.99
0864426623,Book,81.83000000000001
0791447308,Book,112.86
B000009Q3J,Music,18.900000000000002
B000003HBB,Music,4.02
0374524130,Book,44.660000000000004
0300071213,Book,137.94
0425166775,Book,100.73
0385121229,Book,168.15
0785784888,Book,86.24000000000001
1564772942,Book,32.64
0534508928,Book,75.60000000000001
070061186X,Book,106.96000000000001
0807553980,Book,56.2
0201199300,Book,58.480000000000004
1854795295,Book,151.95
0896593312,Book,168.0
0312872399,Book,65.34
1577310748,Book,42.12
0486680290,Book,83.49
0670031224,Book,91.4
1582450382,Book,48.08
B00007AP32,DVD,89.83
0375726241,Book,113.10000000000001
0066620538,Book,45.54
B000028U10,Music,40.32000000000001
031286731X,Book,75.27
0698113713,Book,79.5
6303957390,Video,33.77
B00005U8RA,Video,42.21
0962710482,Book,101.92
0393037126,Book,121.14
1571454705,Book,136.22
087351226X,Book,198.66000000000003
0140152121,Book,63.800000000000004
0140092552,Book,209.72000000000003
1585862002,Book,158.51
0764420968,Book,110.72
B000089QAI,Video,33.44
158976062X,Book,92.25
088192475X,Book,63.5
0486418146,Book,135.66000000000003
B0000013XE,Music,21.56
0892366818,Book,116.56
1583500391,Video,8.459999999999999
0062518046,Book,30.85
B00004SUGH,Music,14.770000000000001
B00005O6OI,Video,16.1
0201700972,Book,183.68
1588464091,Book,173.04
B00004YS6W,DVD,33.67
B00005R87L,DVD,43.050000000000004
B00000ID4N,Music,7.02
0140036113,Book,70.35000000000001
B000066NXX,Music,12.78
0865476020,Book,104.58
0842029516,Book,172.07999999999998
0786304235,Book,122.1
B000005Z67,Music,9.78
0688112722,Book,48.88
B0000032YM,Music,40.35
048624802X,Book,65.7
039397166X,Book,127.17
0787903418,Book,50.96
0813190339,Book,38.19
0517588684,Book,65.66000000000001
B000002H3E,Music,9.9
013288366X,Book,107.55
0066211336,Book,121.33
0877842884,Book,43.650000000000006
1877864412,Book,93.36
0825429242,Book,177.71
0375806237,Book,150.37
0521778654,Book,85.05000000000001
B00005QD82,Music,10.56
048640367X,Book,76.24
0609807900,Book,47.519999999999996
B000062XGJ,DVD,63.77
0821221876,Book,166.2
1556613083,Book,110.55
0875522947,Book,96.72
0876856067,Book,97.58000000000001
0439216001,Book,130.5
B00005ABH6,Music,14.5
6302121620,Video,29.96
0757300413,Book,29.88
0781791952,Book,172.2
1579720048,Book,137.3
0500283478,Book,52.25
047137525X,Book,116.6
B00000I8SZ,Music,8.58
477002178X,Book,157.08
0691057125,Book,36.56
1583370382,Book,100.35
B00005KB9T,Music,22.96
B00004Z3YI,Music,13.55
B0000634IA,Music,16.919999999999998
0822001462,Book,96.75
1570750262,Book,29.080000000000002
0553352660,Book,46.480000000000004
0521459087,Book,45.900000000000006
B000002JK2,Music,29.6
0764225111,Book,54.84
B00000J11Y,DVD,71.76
0812695186,Book,131.67
0738204439,Book,117.52
0898799961,Book,95.4
0374371407,Book,76.72000000000001
B00004KD1B,Music,5.68
B00004RETT,DVD,30.24
1560150416,Book,57.82000000000001
048623150X,Book,177.45000000000002
1560532246,Book,104.80000000000001
0761991514,Book,77.39999999999999
B00005AMME,Music,25.05
0842339728,Book,72.2
0679447326,Book,72.25
1564585034,Book,76.0
0683301039,Book,78.65
B00000582K,Music,26.200000000000003
078520220X,Book,35.6
080698967X,Book,30.18
078624562X,Book,68.9
1864501103,Book,143.22000000000003
0380793482,Book,74.96000000000001
0140071075,Book,85.95
0914846566,Book,99.06
B00000DHS3,Music,7.62
1572433612,Book,168.6
0824707540,Book,67.68
0940687127,Book,29.49
0395292026,Book,103.08
0963181947,Book,85.4
B0000897C4,DVD,117.92
0664255418,Book,53.6
B0000714AK,DVD,122.92000000000002
0814797725,Book,81.34
0738201480,Book,80.24
0553527096,Book,39.56
0812098196,Book,186.03
B00000C29D,Music,20.900000000000002
0764531476,Book,84.17999999999999
1570621365,Book,21.45
B000008TI7,Music,26.4
0793572576,Book,48.51
1841620327,Book,94.43
1568982100,Book,51.6
0962916013,Book,67.6
0943575796,Book,46.68
0689841655,Book,74.64
0156094029,Book,30.1
0967110718,Book,136.5
0789450747,Book,77.36
0743228332,Book,154.95
B00000HXDZ,Music,20.52
0140268448,Book,36.12
0451458702,Book,116.75999999999999
0292787316,Book,210.29999999999998
1564025667,Book,86.94000000000001
0740733001,Book,96.75
B00000AYCY,Music,8.15
B00005U1TQ,Video,23.76
0743520785,Book,28.68
0761911154,Book,90.24
0807508519,Book,118.86000000000001
0471348902,Book,223.2
B00005AAA0,DVD,77.76
3791321641,Book,125.30000000000001
6304153783,Video,42.9
B000069I2D,Video,46.64
0671725319,Book,58.75
B00005N8X8,Music,39.0
B00003OP49,Music,18.72
1561381098,Book,60.39
B000003846,Music,21.700000000000003
0139741224,Book,32.8
B0000066H0,Music,12.78
0136507638,Book,88.76
0873894189,Book,51.6
0140150390,Book,111.76
0736037926,Book,147.28
B0000639HN,DVD,58.6
0064432807,Book,45.72
0916773221,Book,73.5
6305587795,Video,16.08
B00004TIJG,Music,26.46
0739103377,Book,61.11
6305020876,DVD,36.0
0671043285,Book,82.5
0020421605,Book,44.800000000000004
1400031192,Book,17.52
0553580876,Book,148.92
1577941829,Book,33.03
9626346752,Book,39.800000000000004
0807209767,Book,20.759999999999998
1588462145,Book,27.52
0764553674,Book,154.84
0122861604,Book,43.89
